"CHANNEL","EPC","PHASE","RSSI"
"905.75","E200 0000 0000 0000 0000 AAA2","2.4911847995262812","-67.0"
"905.75","E280 1160 6000 0209 5014 ECA0","1.227184630308513","-65.5"
"905.75","E200 0000 0000 0000 0000 1A10","1.736466251886546","-66.5"
"905.75","E280 1160 6000 0207 A652 5964","4.448544284868359","-65.0"
"905.75","E280 1160 6000 0207 A652 516D","3.56497135104623","-45.5"
"905.75","E200 0017 9408 0236 1560 799A","6.105243535784852","-65.5"
"905.75","3039 6062 03C1 DF81 968A 3967","0.7915340865489908","-67.5"
"905.75","3039 6062 03C1 DF81 968A 3967","0.521553467881118","-64.5"
"905.75","E280 1160 6000 0207 A652 516D","3.5465635815916023","-45.5"
"905.75","E200 0017 9408 0236 1560 799A","2.9084275738311756","-64.0"
"905.75","E280 1160 6000 0207 A652 5964","4.264466590322082","-65.5"
"905.75","E200 0000 0000 0000 0000 1A10","1.859184714917397","-67.0"
"905.75","E280 1160 6000 0209 5014 ECA0","4.184699589352029","-67.5"
"905.75","3039 6062 03C1 DF81 968A 3967","0.8222137023067037","-66.5"
"905.75","E280 1160 6000 0209 5014 ECA0","0.803805932852076","-66.0"
"905.75","E280 1160 6000 0207 A652 516D","3.552699504743145","-45.5"
"905.75","E200 0000 0000 0000 0000 1A10","4.95168998329485","-67.0"
"905.75","E200 0017 9408 0236 1560 799A","6.178874613603362","-65.5"
"914.25","E200 001D 700E 0093 2100 41FE","3.736777199289422","-65.0"
"914.25","E200 0017 9408 0236 1560 799A","4.0558452031696355","-63.0"
"914.25","E280 1160 6000 0207 A652 5964","0.8099418560036186","-65.5"
"914.25","E280 1160 6000 0207 A652 516D","0.5399612373357456","-46.0"
"914.25","E200 001D 700E 0093 2100 41FE","3.9944859716542096","-66.5"
"914.25","3039 6062 03C1 DF81 968A 3967","1.8960002538266525","-62.0"
"914.25","E200 0000 0000 0000 0000 1A10","5.5714182216006485","-68.0"
"914.25","E200 001D 2610 0106 1750 4D39","4.454680208019902","-71.5"
"914.25","E280 1160 6000 0209 5014 ECA0","4.626486056263094","-68.5"
"922.75","E280 1160 6000 0207 A652 516D","3.9208548938356986","-49.0"
"922.75","E280 1160 6000 0207 A652 5964","2.5832236467994196","-63.5"
"922.75","3039 6062 03C1 DF81 968A 3967","3.104777114680538","-60.0"
"922.75","E200 0000 0000 0000 0000 1A10","3.172272269347506","-64.0"
"922.75","E280 1160 6000 0209 5014 ECA0","5.062136600022616","-72.5"
"922.75","E280 1160 6000 0209 5015 02A1","6.270913460876501","-73.5"
"922.75","E280 1160 6000 0207 A652 516D","3.902447124381071","-48.5"
"922.75","E280 1160 6000 0207 A652 5964","2.6139032625571326","-63.5"
"922.75","3039 6062 03C1 DF81 968A 3967","3.117048960983623","-60.0"
"922.75","E200 0000 0000 0000 0000 AAA2","3.0066023442558567","-64.5"
"922.75","E200 0000 0000 0000 0000 1A10","2.8961557275280905","-64.5"
"922.75","E280 1160 6000 0209 5014 ECA0","5.442563835418255","-72.0"
"922.75","E280 1160 6000 0209 5015 02A1","0.01227184630308513","-73.5"
"911.75","3039 6062 03C1 DF81 968A 3967","3.6201946594101133","-63.5"
"911.75","E280 1160 6000 0207 A652 516D","1.4419419406125027","-46.0"
"911.75","E280 1160 6000 0207 A652 5964","1.88986433067511","-64.0"
"911.75","E200 0017 9408 0236 1560 799A","2.448233337465483","-64.0"
"911.75","E280 1160 6000 0209 5014 ECA0","6.258641614573416","-67.0"
"911.75","E200 0000 0000 0000 0000 1A10","6.000932842208628","-69.0"
"911.75","3039 6062 03C1 DF81 968A 3967","3.4054373491061236","-64.0"
"911.75","E280 1160 6000 0207 A652 516D","1.4726215563702154","-45.5"
"911.75","E200 0017 9408 0236 1560 799A","5.632777453116074","-63.0"
"911.75","E280 1160 6000 0207 A652 5964","1.945087639038993","-65.0"
"911.75","E280 1160 6000 0209 5014 ECA0","3.055689729468197","-65.0"
"911.75","3039 6062 03C1 DF81 968A 3967","3.5342917352885173","-63.0"
"911.75","E280 1160 6000 0207 A652 516D","1.4296700943094176","-45.5"
"911.75","E280 1160 6000 0207 A652 5964","2.0064468705544187","-64.5"
"911.75","E280 1160 6000 0209 5014 ECA0","6.252505691421874","-67.0"
"911.75","E200 0000 0000 0000 0000 1A10","6.037748381117884","-69.0"
"911.75","E200 0017 9408 0236 1560 799A","2.4911847995262812","-64.0"
"911.75","E280 1160 6000 0209 5014 ECA0","3.1906800388021335","-66.0"
"911.75","E280 1160 6000 0207 A652 516D","1.4664856332186729","-45.5"
"911.75","E280 1160 6000 0207 A652 5964","1.8346410223112268","-64.5"
"903.75","E200 0000 0000 0000 0000 1A10","2.5893595699509624","-66.5"
"903.75","3039 6062 03C1 DF81 968A 3967","1.8837284075235674","-65.5"
"903.75","E280 1160 6000 0209 5014 ECA0","2.2396119503130363","-66.5"
"903.75","E280 1160 6000 0207 A652 516D","4.166291819897402","-45.0"
"903.75","E200 0000 0000 0000 0000 AAA2","3.6815538909255388","-64.5"
"903.75","E200 0000 0000 0000 0000 1A10","2.6016314162540475","-66.0"
"903.75","3039 6062 03C1 DF81 968A 3967","1.8100973297050567","-66.5"
"903.75","E280 1160 6000 0207 A652 5964","5.0682725231741586","-66.0"
"903.75","E280 1160 6000 0209 5014 D8C1","1.7978254834019713","-73.0"
"903.75","E280 1160 6000 0207 A652 5964","4.657165672020807","-65.5"
"903.75","3039 6062 03C1 DF81 968A 3967","1.6566992509164924","-65.5"
"903.75","E280 1160 6000 0207 A652 516D","4.147884050442774","-45.0"
"903.75","E200 0000 0000 0000 0000 1A10","2.9513790358919736","-67.5"
"903.75","E280 1160 6000 0209 5014 ECA0","2.3071071049800045","-66.0"
"903.75","E200 0000 0000 0000 0000 AAA2","0.5890486225480862","-65.5"
"903.75","3039 6062 03C1 DF81 968A 3967","1.7241944055834606","-66.0"
"903.75","E200 0000 0000 0000 0000 AAA2","3.5711072741977725","-63.0"
"903.75","E200 0000 0000 0000 0000 1A10","2.6445828783148455","-66.5"
"903.75","E280 1160 6000 0207 A652 516D","4.154019973594316","-45.0"
"903.75","E280 1160 6000 0209 5014 ECA0","5.424156065963627","-67.5"
"903.75","E200 0017 9408 0236 1560 799A","1.1106020904292042","-65.5"
"920.25","E280 1160 6000 0207 A652 5964","4.06811704947272","-63.0"
"920.25","E200 001D 700E 0093 2100 41FE","5.982525072754001","-67.5"
"920.25","E200 0000 0000 0000 0000 1A10","3.730641276137879","-66.5"
"920.25","E280 1160 6000 0207 A652 516D","4.71238898038469","-48.0"
"920.25","E200 0000 0000 0000 0000 AAA2","4.196971435655114","-66.0"
"920.25","E280 1160 6000 0207 A652 5964","4.0128937411088375","-63.5"
"920.25","3039 6062 03C1 DF81 968A 3967","4.546719055293041","-60.0"
"920.25","E200 001D 700E 0093 2100 41FE","6.068427996875596","-67.5"
"920.25","E280 1160 6000 0209 5014 ECA0","0.9387962421860124","-71.5"
"920.25","E280 1160 6000 0207 A652 516D","4.681709364626977","-48.0"
"920.25","E280 1160 6000 0207 A652 5964","3.9147189706841563","-63.5"
"920.25","E200 0000 0000 0000 0000 1A10","4.080388895775806","-65.5"
"920.25","3039 6062 03C1 DF81 968A 3967","4.374913207049849","-60.5"
