"CHANNEL","EPC","PHASE","RSSI"
"923.25","E200 0000 0000 0000 0000 1A10","2.1353012567368124","-66.5"
"923.25","E280 1160 6000 0207 A652 5964","2.8716120349219203","-64.5"
"923.25","E280 1160 6000 0207 A652 516D","4.006757817957295","-35.0"
"923.25","E200 0000 0000 0000 0000 1A11","2.3930100291016","-72.0"
"923.25","E200 0000 0000 0000 0000 1A20","0.5399612373357456","-69.0"
"923.25","E280 1160 6000 0207 A652 516D","4.01902966426038","-35.0"
"923.25","E200 0000 0000 0000 0000 1A10","2.227340104009951","-66.0"
"923.25","E280 1160 6000 0207 A652 5964","2.748893571891069","-64.5"
"923.25","E200 0000 0000 0000 0000 1A20","0.47860200582032003","-69.0"
"923.25","E200 0000 0000 0000 0000 AAA2","5.381204603902829","-69.5"
"923.25","E200 0000 0000 0000 0000 1A11","2.2764274892222915","-71.5"
"923.25","E280 1160 6000 0207 A652 516D","3.9944859716542096","-35.0"
"923.25","E280 1160 6000 0207 A652 5964","2.6016314162540475","-64.5"
"923.25","E200 0000 0000 0000 0000 1A10","2.3930100291016","-67.0"
"923.25","E200 0000 0000 0000 0000 AAA2","5.313709449235861","-69.0"
"923.25","E200 0000 0000 0000 0000 1A20","0.5399612373357456","-69.5"
"923.25","E280 1160 6000 0207 A652 5964","2.6875343403756435","-64.5"
"923.25","E280 1160 6000 0207 A652 516D","4.006757817957295","-35.0"
"923.25","E200 0000 0000 0000 0000 1A10","2.1353012567368124","-66.5"
"923.25","E200 0000 0000 0000 0000 1A20","0.4356505437595221","-69.0"
"923.25","E200 0000 0000 0000 0000 AAA2","5.491651220630596","-69.0"
"911.25","E200 0000 0000 0000 0000 1A21","2.172116795646068","-72.0"
"911.25","E200 0000 0000 0000 0000 1A20","1.662835174068035","-66.0"
"911.25","E280 1160 6000 0207 A652 516D","1.239456476611598","-35.0"
"911.25","E280 1160 6000 0207 A652 5964","3.792000507653305","-68.0"
"911.25","E200 0000 0000 0000 0000 1A21","2.0493983326152168","-72.0"
"911.25","E280 1160 6000 0207 A652 5963","1.7671458676442586","-69.0"
"911.25","E200 0000 0000 0000 0000 1A20","1.4296700943094176","-67.5"
"911.25","E280 1160 6000 0207 A652 516D","1.239456476611598","-35.0"
"911.25","E280 1160 6000 0207 A652 5963","1.6751070203711202","-69.5"
"911.25","E280 1160 6000 0207 A652 5964","0.7179030087304801","-69.5"
"911.25","E200 0000 0000 0000 0000 1A21","5.227806525114265","-72.0"
"911.25","E280 1160 6000 0207 A652 516D","1.239456476611598","-35.0"
"911.25","E200 0000 0000 0000 0000 1A20","1.736466251886546","-66.0"
"911.25","E280 1160 6000 0207 A652 5964","3.773592738198677","-69.5"
"911.25","E280 1160 6000 0207 A652 5963","1.846912868614312","-68.5"
"923.75","E200 0000 0000 0000 0000 AAA2","4.957825906446392","-68.5"
"923.75","E200 0000 0000 0000 0000 1A10","1.9082721001297376","-67.5"
"923.75","E280 1160 6000 0207 A652 516D","3.8533597391687304","-35.5"
"923.75","E200 0000 0000 0000 0000 1A11","2.043262409463674","-71.5"
"923.75","E280 1160 6000 0207 A652 5964","5.534602682691394","-65.5"
"923.75","E200 0000 0000 0000 0000 AAA2","5.111223985234957","-68.5"
"923.75","E280 1160 6000 0207 A652 516D","3.8410878928656453","-35.5"
"923.75","E280 1160 6000 0207 A652 5964","2.12916533358527","-64.5"
"923.75","E200 0000 0000 0000 0000 1A11","2.0493983326152168","-72.0"
"923.75","E200 0000 0000 0000 0000 1A10","1.2026409377023426","-66.5"
"923.75","E280 1160 6000 0207 A652 516D","3.859495662320273","-35.5"
"923.75","E280 1160 6000 0207 A652 5964","2.448233337465483","-64.5"
"923.75","E200 0000 0000 0000 0000 1A20","0.14726215563702155","-69.5"
"923.75","E200 0000 0000 0000 0000 AAA2","4.921010367537137","-68.5"
"912.25","E280 1160 6000 0207 A652 5963","1.1167380135807468","-68.5"
"912.25","E200 0000 0000 0000 0000 1A21","1.3437671701878218","-72.0"
"912.25","E280 1160 6000 0207 A652 5964","3.1968159619536762","-67.5"
"912.25","E280 1160 6000 0207 A652 5963","1.055378782065321","-68.0"
"912.25","E200 0000 0000 0000 0000 1A20","0.9572040116406401","-66.0"
"912.25","E280 1160 6000 0207 A652 516D","0.9633399347921826","-35.0"
