"CHANNEL","EPC","PHASE","RSSI"
"914.75","3039 6062 03C1 DF81 968A 3967","1.2455923997631406","-56.0"
"914.75","E280 1160 6000 0207 A652 516D","0.8467573949128739","-53.0"
"914.75","E280 1160 6000 0209 5014 ECA0","4.466952054322987","-70.5"
"914.75","E280 1160 6000 0207 A652 5964","0.48473792897186263","-71.5"
"914.75","E200 0000 0000 0000 0000 1A10","2.890019804376548","-55.5"
"914.75","E200 0000 0000 0000 0000 1A11","2.8777479580734626","-59.5"
"914.75","E280 1160 6000 0207 A652 516D","0.8713010875190442","-53.0"
"914.75","3039 6062 03C1 DF81 968A 3967","4.344233591292136","-57.0"
"914.75","E280 1160 6000 0207 A652 5964","0.48473792897186263","-71.5"
"914.75","E200 0017 9408 0236 1560 799A","1.7303303287350031","-64.5"
"914.75","E200 0000 0000 0000 0000 1A11","2.816388726558037","-60.0"
"914.75","3039 6062 03C1 DF81 968A 3967","1.184233168247715","-56.5"
"914.75","E280 1160 6000 0207 A652 516D","0.8099418560036186","-53.0"
"914.75","E200 0000 0000 0000 0000 1A10","2.82252464970958","-55.0"
"914.75","E200 0000 0000 0000 0000 AAA1","5.313709449235861","-73.0"
"914.75","E280 1160 6000 0207 A652 5964","0.5583690067903734","-71.5"
"914.75","E280 1160 6000 0207 A652 516D","0.8713010875190442","-53.0"
"914.75","3039 6062 03C1 DF81 968A 3967","1.2026409377023426","-56.0"
"914.75","E200 0000 0000 0000 0000 1A11","2.9391071895888885","-60.0"
"914.75","E200 0000 0000 0000 0000 1A10","3.000466421104314","-55.0"
"914.75","E200 0000 0000 0000 0000 AAA1","5.031456984264903","-73.0"
"914.75","E280 1160 6000 0207 A652 5964","3.718369429834794","-72.0"
"914.75","E280 1160 6000 0209 5014 ECA0","4.632621979414636","-70.5"
"927.25","E200 0000 0000 0000 0000 1A10","4.804427827657828","-58.0"
"927.25","E280 1160 6000 0207 A652 516D","2.6323110320117604","-51.0"
"927.25","E200 0000 0000 0000 0000 1A11","4.595806440505381","-62.5"
"927.25","E280 1160 6000 0207 A652 5964","5.595961914206819","-69.0"
"927.25","E280 1160 6000 0207 A652 516D","2.6323110320117604","-51.5"
"927.25","E200 0000 0000 0000 0000 1A10","4.743068596142402","-58.5"
"927.25","E200 0000 0000 0000 0000 1A11","4.933282213840222","-62.5"
"927.25","E280 1160 6000 0207 A652 5964","5.491651220630596","-69.0"
"927.25","E200 0000 0000 0000 0000 1A11","4.693981210930062","-63.5"
"927.25","E280 1160 6000 0207 A652 516D","2.6200391857086753","-51.0"
"927.25","E200 0000 0000 0000 0000 1A10","4.767612288748572","-58.5"
"927.25","E280 1160 6000 0207 A652 5964","5.534602682691394","-69.0"
"927.25","E280 1160 6000 0207 A652 516D","2.6813984172241008","-51.5"
"927.25","E200 0000 0000 0000 0000 1A11","4.804427827657828","-63.5"
"927.25","E200 0000 0000 0000 0000 1A10","4.767612288748572","-58.5"
"927.25","E200 0017 9408 0236 1560 799A","0.42337869745643697","-65.0"
"927.25","E280 1160 6000 0207 A652 5964","5.767767762450011","-68.5"
"915.75","3039 6062 03C1 DF81 968A 3967","0.8713010875190442","-57.5"
"915.75","E280 1160 6000 0207 A652 516D","0.5522330836388308","-53.0"
"915.75","E200 0000 0000 0000 0000 1A10","2.4911847995262812","-56.0"
"915.75","E200 0000 0000 0000 0000 1A11","2.5341362615870793","-60.5"
"915.75","E200 0017 9408 0236 1560 799A","4.338097668140593","-63.0"
"915.75","E200 0000 0000 0000 0000 AAA1","4.374913207049849","-73.0"
"915.75","E200 001D 700E 0093 2100 41FE","5.890486225480862","-67.5"
"915.75","E280 1160 6000 0207 A652 5964","0.11044661672776616","-70.5"
"915.75","3039 6062 03C1 DF81 968A 3967","0.8774370106705868","-57.0"
"915.75","E280 1160 6000 0207 A652 516D","0.5583690067903734","-53.5"
"915.75","E200 0000 0000 0000 0000 1A11","2.5034566458293663","-61.0"
"915.75","E200 0000 0000 0000 0000 1A10","2.4727770300716534","-56.0"
"915.75","E200 0017 9408 0236 1560 799A","4.344233591292136","-63.0"
"915.75","E200 001D 700E 0093 2100 41FE","5.8659425328746915","-67.5"
"915.75","E200 0000 0000 0000 0000 AAA1","4.454680208019902","-73.0"
"915.75","E280 1160 6000 0209 5014 ECA0","0.5829126993965437","-72.0"
"915.75","E280 1160 6000 0207 A652 516D","0.6442719309119693","-53.5"
"915.75","E200 0000 0000 0000 0000 1A11","2.5464081078901644","-61.0"
"915.75","3039 6062 03C1 DF81 968A 3967","0.9326603190344698","-57.0"
"915.75","E200 0017 9408 0236 1560 799A","4.374913207049849","-63.5"
"915.75","E200 0000 0000 0000 0000 1A10","2.5034566458293663","-56.0"
"915.75","E280 1160 6000 0207 A652 5964","0.030679615757712823","-68.0"
"915.75","E200 0000 0000 0000 0000 AAA1","4.356505437595221","-73.0"
"915.75","E200 001D 700E 0093 2100 41FE","5.945709533844745","-67.5"
"915.75","E280 1160 6000 0207 A652 5964","5.884350302329319","-69.5"
"915.75","E200 0017 9408 0236 1560 799A","4.295146206079795","-63.0"
"915.75","E200 0000 0000 0000 0000 1A10","2.429825568010856","-56.5"
"915.75","E200 0000 0000 0000 0000 1A11","2.509592568980909","-61.5"
"915.75","E280 1160 6000 0207 A652 516D","0.6688156235181395","-53.0"
"915.75","E200 0000 0000 0000 0000 AAA1","4.28287435977671","-73.5"
"904.75","3039 6062 03C1 DF81 968A 3967","5.994796919057086","-57.0"
"904.75","E280 1160 6000 0209 5014 ECA0","4.816699673960914","-69.5"
"904.75","E200 0000 0000 0000 0000 1A10","0.6013204688511713","-55.5"
"904.75","E280 1160 6000 0207 A652 516D","3.552699504743145","-61.5"
"904.75","E200 0000 0000 0000 0000 1A11","0.5583690067903734","-59.5"
"904.75","3039 6062 03C1 DF81 968A 3967","5.982525072754001","-57.0"
"904.75","E280 1160 6000 0207 A652 5964","4.417864669110647","-72.5"
