"CHANNEL","EPC","PHASE","RSSI"
"905.75","3039 6062 03C1 DF81 968A 3967","1.8100973297050567","-68.0"
"905.75","E280 1160 6000 0207 A652 5964","5.21553467881118","-69.0"
"905.75","E200 0000 0000 0000 0000 1A11","1.0983302441261191","-69.5"
"905.75","E200 001D 700E 0093 2100 41FE","2.773437264497239","-65.5"
"905.75","E200 0017 9408 0236 1560 799A","0.12885438618239387","-62.0"
"905.75","E200 0000 0000 0000 0000 1A20","3.356349963893783","-63.0"
"905.75","E200 0000 0000 0000 0000 1A10","1.2517283229146832","-65.0"
"905.75","E200 0000 0000 0000 0000 1A21","0.0859029241215959","-68.5"
"905.75","E200 001D 700E 0093 2100 41FE","6.068427996875596","-66.5"
"905.75","E280 1160 6000 0207 A652 5964","5.123495831538041","-69.0"
"905.75","E200 0000 0000 0000 0000 1A10","1.0185632431560658","-65.0"
"905.75","E200 001D 700E 0093 2100 41FE","2.779573187648782","-64.5"
"905.75","E200 0017 9408 0236 1560 799A","0.1227184630308513","-62.0"
"905.75","E200 0000 0000 0000 0000 1A20","6.252505691421874","-64.0"
"905.75","E280 1160 6000 0209 5014 ECA0","5.129631754689584","-70.0"
"905.75","E200 0000 0000 0000 0000 1A10","0.9019807032767571","-65.0"
"905.75","E200 0000 0000 0000 0000 1A20","3.0250101137104846","-63.5"
"905.75","E280 1160 6000 0207 A652 5964","5.270757987175063","-68.5"
"905.75","E200 001D 700E 0093 2100 41FE","6.062292073724054","-66.0"
"905.75","E200 0017 9408 0236 1560 799A","0.09817477042468103","-62.0"
"914.25","E200 001D 700E 0093 2100 41FE","3.227495577711389","-62.5"
"914.25","E280 1160 6000 0207 A652 516D","0.4970097752749477","-64.5"
"914.25","E200 001D 700E 0111 2100 52AB","4.246058820867455","-63.0"
"914.25","E280 1160 6000 0207 A652 5964","1.1535535524900022","-65.0"
"914.25","E200 001D 2610 0106 1750 4D39","4.473087977474529","-70.5"
"914.25","E200 0000 0000 0000 0000 AAA1","0.5092816215780329","-72.5"
"914.25","E200 0000 0000 0000 0000 1A20","5.013049214810275","-68.5"
"914.25","E200 001D 700E 0093 2100 41FE","3.3440781175906977","-62.5"
"914.25","E280 1160 6000 0207 A652 5964","1.1351457830353744","-64.0"
"914.25","3039 6062 03C1 DF81 968A 3967","3.736777199289422","-63.5"
"914.25","E200 001D 2610 0106 1750 4D39","4.399456899656019","-71.0"
"914.25","E200 001D 700E 0111 2100 52AB","4.178563666200486","-63.0"
"914.25","E280 1160 6000 0207 A652 516D","0.9633399347921826","-65.5"
"914.25","E280 1160 6000 0207 A652 5964","1.1965050145508","-64.5"
"914.25","E200 001D 700E 0111 2100 52AB","1.0492428589137786","-63.0"
