"CHANNEL","EPC","PHASE","RSSI"
"923.25","E200 0000 0000 0000 0000 AAA2","0.6872233929727672","-63.0"
"923.25","E280 1160 6000 0207 A652 516D","1.4296700943094176","-40.0"
"923.25","E200 0000 0000 0000 0000 1A21","4.669437518323892","-70.0"
"923.25","E280 1160 6000 0207 A652 5964","5.043728830567988","-65.5"
"923.25","E280 1160 6000 0207 A652 5963","0.4724660826687775","-72.0"
"923.25","E200 0000 0000 0000 0000 1A10","4.558990901596125","-72.0"
"923.25","E200 001D 700E 0093 2100 41FE","3.7122335066832517","-69.0"
"923.25","E200 0000 0000 0000 0000 1A20","4.331961744989051","-64.0"
"923.25","E280 1160 6000 0207 A652 516D","1.4603497100671303","-40.0"
"923.25","E280 1160 6000 0207 A652 5964","1.6873788666742053","-65.5"
"923.25","E200 0000 0000 0000 0000 AAA2","3.9760782021995817","-63.0"
"923.25","E200 0000 0000 0000 0000 1A21","4.528311285838413","-70.0"
"923.25","E280 1160 6000 0207 A652 5963","0.662679700366597","-72.5"
"923.25","E280 1160 6000 0207 A652 516D","1.4480778637640452","-40.0"
"923.25","E200 0000 0000 0000 0000 AAA2","4.074252972624263","-61.5"
"923.25","E200 0000 0000 0000 0000 1A21","4.362641360746763","-68.0"
"923.25","E280 1160 6000 0207 A652 5964","1.8530487917658545","-63.0"
"923.25","E200 0000 0000 0000 0000 1A20","4.381049130201391","-64.0"
"923.25","E280 1160 6000 0207 A652 5963","0.4479223900626072","-72.5"
"923.25","E280 1160 6000 0207 A652 516D","1.41126232485479","-40.0"
"923.25","E200 0000 0000 0000 0000 1A20","4.331961744989051","-64.0"
"923.25","E200 0000 0000 0000 0000 AAA2","3.736777199289422","-62.5"
"911.25","E200 001D 700E 0093 2100 41FE","5.559146375297564","-67.0"
"911.25","E280 1160 6000 0207 A652 5964","6.191146459906448","-74.5"
"911.25","E280 1160 6000 0207 A652 5963","4.4976316700806995","-71.0"
"911.25","E280 1160 6000 0207 A652 516D","5.098952138931871","-36.5"
"911.25","3039 6062 03C1 DF81 968A 3967","1.5892040962495242","-62.5"
"911.25","E200 001D 700E 0093 2100 41FE","5.534602682691394","-67.0"
"911.25","E280 1160 6000 0207 A652 5964","6.227961998815704","-75.0"
"911.25","E280 1160 6000 0207 A652 516D","5.098952138931871","-36.5"
"911.25","E280 1160 6000 0207 A652 5964","3.184544115650591","-74.5"
"911.25","E280 1160 6000 0207 A652 5963","1.3867186322486196","-71.0"
"911.25","E200 001D 700E 0093 2100 41FE","5.559146375297564","-67.0"
"911.25","E280 1160 6000 0207 A652 516D","5.105088062083414","-36.5"
"923.75","E280 1160 6000 0207 A652 5964","4.700117134081604","-65.5"
"923.75","E200 0000 0000 0000 0000 AAA2","0.3712233506683252","-63.0"
"923.75","E200 0000 0000 0000 0000 1A20","1.0461748973380072","-65.0"
"923.75","E280 1160 6000 0207 A652 5963","0.11965050145508001","-72.5"
"923.75","E200 0000 0000 0000 0000 1A20","4.485359823777615","-64.0"
"923.75","E280 1160 6000 0207 A652 5964","1.5830681730979816","-65.0"
"923.75","E280 1160 6000 0207 A652 516D","1.2517283229146832","-40.0"
"923.75","E200 0000 0000 0000 0000 AAA2","3.718369429834794","-61.5"
"923.75","E280 1160 6000 0207 A652 5963","0.18407769454627693","-73.0"
"923.75","E200 0000 0000 0000 0000 1A21","4.325825821837508","-70.0"
"923.75","E280 1160 6000 0207 A652 516D","1.282407938672396","-40.0"
"923.75","E280 1160 6000 0207 A652 5964","1.4787574795217582","-65.0"
"923.75","E200 0000 0000 0000 0000 1A20","4.227651051412827","-65.0"
"923.75","E200 0000 0000 0000 0000 AAA2","3.6447383520162835","-63.0"
"923.75","E200 0000 0000 0000 0000 1A21","4.276738436625168","-70.0"
"923.75","E200 0000 0000 0000 0000 AAA2","3.6815538909255388","-62.5"
"923.75","E200 0000 0000 0000 0000 1A20","4.295146206079795","-63.5"
"923.75","E280 1160 6000 0207 A652 5964","1.7241944055834606","-65.0"
"923.75","E280 1160 6000 0207 A652 516D","1.2701360923693108","-40.0"
"923.75","E200 0000 0000 0000 0000 1A10","1.1228739367322893","-71.5"
"912.25","E280 1160 6000 0207 A652 516D","4.8351074434155406","-37.5"
"912.25","E280 1160 6000 0207 A652 5964","5.7616318392984684","-73.5"
"912.25","E200 001D 700E 0093 2100 41FE","4.914874444385594","-65.5"
"912.25","E280 1160 6000 0207 A652 516D","4.841243366567084","-37.5"
"912.25","E280 1160 6000 0207 A652 5964","5.835262917116979","-73.5"
"912.25","3039 6062 03C1 DF81 968A 3967","0.8958447801252144","-64.0"
"912.25","E280 1160 6000 0207 A652 516D","4.853515212870168","-37.5"
"912.25","E200 001D 700E 0093 2100 41FE","4.896466674930966","-65.5"
"912.25","E280 1160 6000 0207 A652 5963","0.705631162427395","-70.0"
"912.25","3039 6062 03C1 DF81 968A 3967","3.9699422790480394","-64.0"
"912.25","E280 1160 6000 0207 A652 5964","5.9518454569962875","-73.5"
"912.25","E280 1160 6000 0207 A652 516D","4.847379289718626","-37.5"
"912.25","E200 001D 700E 0093 2100 41FE","4.884194828627882","-65.5"
"917.25","E200 001D 700E 0093 2100 41FE","1.2517283229146832","-65.0"
"917.25","E280 1160 6000 0207 A652 516D","3.3502140407422405","-39.5"
"917.25","E280 1160 6000 0207 A652 5964","5.915029918087033","-66.0"
"917.25","E200 0000 0000 0000 0000 AAA2","1.4358060174609601","-68.5"
"917.25","E200 0000 0000 0000 0000 1A20","1.1535535524900022","-69.5"
"917.25","E280 1160 6000 0207 A652 5964","5.9088939949354895","-67.0"
"917.25","E280 1160 6000 0207 A652 5963","2.4605051837685683","-66.5"
"917.25","E280 1160 6000 0207 A652 516D","3.3440781175906977","-39.5"
"917.25","E200 001D 700E 0093 2100 41FE","1.086058397823034","-65.0"
"917.25","E200 0000 0000 0000 0000 AAA2","1.4480778637640452","-68.5"
