"CHANNEL","EPC","PHASE","RSSI"
"925.25","E200 0000 0000 0000 0000 1A11","1.8346410223112268","-64.5"
"925.25","E280 1160 6000 0207 A652 5964","0.8774370106705868","-66.0"
"925.25","E200 0000 0000 0000 0000 1A10","1.662835174068035","-59.5"
"925.25","E280 1160 6000 0207 A652 516D","1.0185632431560658","-26.0"
"925.25","E200 0000 0000 0000 0000 1A10","1.6382914814618648","-59.5"
"925.25","E280 1160 6000 0207 A652 5964","1.0185632431560658","-66.0"
"925.25","E280 1160 6000 0207 A652 516D","1.0185632431560658","-26.0"
"925.25","E200 0000 0000 0000 0000 1A11","1.564660403643354","-64.5"
"925.25","E280 1160 6000 0207 A652 516D","1.0246991663076084","-26.0"
"925.25","E200 0000 0000 0000 0000 1A10","1.7303303287350031","-59.5"
"925.25","E280 1160 6000 0207 A652 5964","1.1658253987930873","-66.5"
"907.25","E280 1160 6000 0209 5014 ECA0","5.93343768754166","-69.0"
"907.25","E280 1160 6000 0207 A652 5964","3.6017868899554855","-66.5"
"907.25","E280 1160 6000 0207 A652 516D","5.325981295538946","-23.0"
"907.25","E280 1160 6000 0209 5014 ECA0","5.71868037723767","-69.5"
"907.25","E200 0000 0000 0000 0000 1A10","1.9082721001297376","-61.5"
"907.25","3035 15B8 9802 DE90 4000 11E7","0.3129320807286708","-69.0"
"903.25","E200 0000 0000 0000 0000 1A10","3.08636934522591","-63.0"
"903.25","E280 1160 6000 0207 A652 516D","0.1043106935762236","-23.5"
"903.25","E280 1160 6000 0207 A652 5964","5.626641529964532","-65.0"
"903.25","E280 1160 6000 0209 5014 ECA0","5.822991070813893","-72.0"
"903.25","E280 1160 6000 0207 A652 5964","5.7616318392984684","-65.5"
"903.25","E200 0000 0000 0000 0000 1A10","3.313398501832985","-62.5"
"903.25","E200 0000 0000 0000 0000 1A11","3.4606606574700063","-67.0"
"903.25","E280 1160 6000 0207 A652 516D","0.14112623248547898","-24.0"
"903.25","E280 1160 6000 0209 5014 ECA0","5.737088146692298","-72.0"
"903.25","E200 0000 0000 0000 0000 1A10","3.2704470397721868","-62.5"
"903.25","E280 1160 6000 0207 A652 5964","5.786175531904639","-64.5"
"903.25","E200 0000 0000 0000 0000 1A11","3.509748042682347","-66.0"
"903.25","E280 1160 6000 0207 A652 516D","0.1227184630308513","-24.0"
"903.25","E280 1160 6000 0209 5014 ECA0","5.872078456026235","-72.0"
"903.25","E280 1160 6000 0207 A652 516D","0.1043106935762236","-23.5"
"903.25","E200 0000 0000 0000 0000 1A10","3.2949907323783574","-63.0"
"903.25","E280 1160 6000 0207 A652 5964","5.749359992995383","-65.5"
"903.25","E200 0017 9408 0236 1560 799A","4.614214209960009","-66.0"
"903.25","E200 0000 0000 0000 0000 1A11","0.2454369260617026","-67.0"
"903.25","E280 1160 6000 0209 5014 ECA0","5.798447378207723","-72.5"
"921.25","E200 0000 0000 0000 0000 1A10","3.411573272257666","-61.0"
"921.25","E280 1160 6000 0207 A652 516D","1.9266798695843652","-25.5"
"921.25","E200 0000 0000 0000 0000 1A11","3.448388811166921","-64.5"
"921.25","E280 1160 6000 0207 A652 5964","3.313398501832985","-65.0"
"921.25","3035 15B8 9802 DE90 4000 11E7","5.93343768754166","-69.0"
"921.25","E280 1160 6000 0207 A652 516D","1.9389517158874505","-25.0"
"921.25","E280 1160 6000 0207 A652 5964","3.3011266555298997","-66.0"
"921.25","E200 0000 0000 0000 0000 1A10","3.429981041712294","-60.5"
"921.25","E280 1160 6000 0209 5014 ECA0","4.970097752749477","-72.0"
"921.25","E200 0000 0000 0000 0000 1A11","0.3436116964863836","-66.0"
"921.25","3035 15B8 9802 DE90 4000 11E7","5.841398840268521","-69.5"
"921.25","E200 0000 0000 0000 0000 1A10","3.454524734318464","-60.5"
"921.25","E280 1160 6000 0207 A652 5964","3.067961575771282","-67.5"
"921.25","E280 1160 6000 0207 A652 516D","1.9266798695843652","-25.5"
