e280116060000207a652516d,4,923.25,1016,-37,1610528362808304,1610528362808304,
e280116060000207a652516d,4,923.25,1004,-37,1610528362811047,1610528362811047,
e280116060000207a652516d,4,923.25,968,-37,1610528362843827,1610528362843827,
e280116060000207a652516d,4,923.25,968,-37,1610528362845873,1610528362845873,
e280116060000207a652516d,4,923.25,980,-37,1610528362878819,1610528362878819,
e280116060000207a652516d,4,923.25,964,-37,1610528362881741,1610528362881741,
e280116060000207a652516d,4,923.25,968,-37,1610528362913250,1610528362913250,
e280116060000207a652516d,4,923.25,952,-37,1610528362915985,1610528362915985,
e280116060000207a652516d,4,923.25,976,-37,1610528362947813,1610528362947813,
303515b89802de90400011e7,4,923.25,1888,-66,1610528362949160,1610528362949160,
e280116060000207a652516d,4,923.25,956,-37,1610528362950634,1610528362950634,
e280116060000207a652516d,4,923.25,964,-37,1610528362982884,1610528362982884,
e280116060000207a652516d,4,923.25,964,-37,1610528362985396,1610528362985396,
e280116060000207a652516d,4,916.25,3216,-37,1610528363017459,1610528363017459,
e280116060000207a652516d,4,916.25,3260,-37,1610528363020175,1610528363020175,
e280116060000207a652516d,4,916.25,3212,-37,1610528363052609,1610528363052609,
e280116060000207a652516d,4,916.25,3236,-37,1610528363054679,1610528363054679,
e280116060000207a652516d,4,916.25,3232,-37,1610528363150374,1610528363150374,
e280116060000207a652516d,4,916.25,3260,-37,1610528363152915,1610528363152915,
e280116060000207a652516d,4,916.25,3292,-37,1610528363184651,1610528363184651,
e280116060000207a652516d,4,916.25,3252,-37,1610528363187576,1610528363187576,
e280116060000207a652516d,4,906.75,2684,-37,1610528363219358,1610528363219358,
e280116060000207a652516d,4,906.75,2676,-37,1610528363222364,1610528363222364,
303515b89802de90400011e7,4,906.75,3468,-59,1610528363223209,1610528363223209,
e280116060000207a652516d,4,906.75,2664,-37,1610528363255330,1610528363255330,
303515b89802de90400011e7,4,906.75,3460,-60,1610528363255888,1610528363255888,
e280116060000207a652516d,4,906.75,2672,-37,1610528363257505,1610528363257505,
303515b89802de90400011e7,4,906.75,3356,-59,1610528363258592,1610528363258592,
303515b89802de90400011e7,4,906.75,3416,-60,1610528363290262,1610528363290262,
e280116060000207a652516d,4,906.75,2680,-37,1610528363291081,1610528363291081,
e280116060000207a652516d,4,906.75,2688,-37,1610528363293231,1610528363293231,
303515b89802de90400011e7,4,906.75,3352,-60,1610528363294164,1610528363294164,
e280116060000207a652516d,4,906.75,2676,-37,1610528363325861,1610528363325861,
303515b89802de90400011e7,4,906.75,3408,-60,1610528363327096,1610528363327096,
303515b89802de90400011e7,4,906.75,3400,-60,1610528363329050,1610528363329050,
