CHANNEL,RSSI,PHASE
902.75,-61.34924623115578,4.316575686433173
903.25,-61.00251256281407,4.210815804976937
903.75,-61.94472361809045,4.157535025047964
904.25,-61.99246231155779,3.9876408714550005
904.75,-62.17336683417086,3.988072544440537
905.25,-61.65075376884422,3.9063630150355735
905.75,-62.01005025125628,3.7655142866122246
906.25,-62.00753768844221,3.668295363512658
906.75,-62.00251256281407,3.628766451551464
907.25,-62.35929648241206,3.4161675061751526
907.75,-61.46733668341709,3.330727088823774
908.25,-61.38442211055276,3.0982711861128216
908.75,-61.969849246231156,2.8794129824462438
909.25,-61.530150753768844,3.005430660437974
909.75,-61.49748743718593,2.897543247838741
910.25,-60.994974874371856,2.7249048874091586
910.75,-61.34924623115578,2.618466662689938
911.25,-61.08040201005025,2.409660272829404
911.75,-60.685929648241206,2.2326435149751034
912.25,-61.34924623115578,2.219508322700947
912.75,-60.462311557788944,2.0678986034238873
913.25,-60.517587939698494,1.88490009134145
913.75,-60.9321608040201,1.7514514712415694
914.25,-60.517587939698494,1.6033568034181573
914.75,-60.91959798994975,1.538883359649939
915.25,-60.57286432160804,1.3776843333370519
915.75,-61.00251256281407,1.137119145254966
916.25,-60.891959798994975,1.03163676786086
916.75,-61.00251256281407,0.9509139195656919
917.25,-60.72613065326633,0.7594977842653088
917.75,-61.15577889447236,0.6914476214740805
918.25,-61.02512562814071,0.4839054167854724
918.75,-61.50251256281407,0.42458121505900054
919.25,-61.47989949748744,0.2590037913213947
919.75,-61.50251256281407,0.18716107301438878
920.25,-61.57537688442211,6.158524315713824
920.75,-61.56030150753769,6.034048326956149
921.25,-61.482412060301506,5.970530730513046
921.75,-61.50251256281407,5.815837632767875
922.25,-61.99246231155779,5.642613430429351
922.75,-61.91959798994975,5.6337024666565085
923.25,-61.69346733668342,5.507684788664777
923.75,-62.00251256281407,5.240201706556075
924.25,-61.64824120603015,5.200302789178707
924.75,-61.595477386934675,5.0060807794723425
925.25,-61.9321608040201,4.973304466356313
925.75,-62.10552763819096,4.78790091906875
926.25,-61.98743718592965,4.666847480410679
926.75,-62.04522613065327,4.5124010529429555
927.25,-61.94472361809045,4.430198182983094
